,all_spl_values,occurance_times,ids,origin,emitter_id,bat_direction,incident_direction,type,reflected_from,sound_object_id,bat_last_call_time,sound_direction,theta,bat_position,distance_from_bat,creation_time,received_spl,time,duration
20,"[np.float64(64.55478158839827), np.float64(64.56007686223558)]","[np.float64(0.307), np.float64(0.308)]","[UUID('788725e1-cff6-449a-b1c7-f356c0d393b7'), UUID('788725e1-cff6-449a-b1c7-f356c0d393b7')]","(np.int64(5), np.int64(10))",31,"Vector(-0.045, 0.999)","Vector(-0.057, 5.582)",direct,,788725e1-cff6-449a-b1c7-f356c0d393b7,0.302,"Vector(0.000, -1.000)",128.24376757486192,"Vector(5.057, 4.418)",5.582475209125429,0.29,64.557,0.307,0.002
21,"[np.float64(60.90903480282221), np.float64(60.91554053656552)]","[np.float64(0.308), np.float64(0.309)]","[UUID('7caba890-b017-4599-8a15-3d82ca6c4776'), UUID('7caba890-b017-4599-8a15-3d82ca6c4776')]","(np.int64(10), np.int64(9))",26,"Vector(-0.045, 0.999)","Vector(4.943, 4.579)",direct,,7caba890-b017-4599-8a15-3d82ca6c4776,0.302,"Vector(-1.000, 0.000)",80.46801745207807,"Vector(5.057, 4.421)",6.737912831530251,0.28800000000000003,60.912,0.308,0.002
22,"[np.float64(61.56042305638134), np.float64(61.563437866321685)]","[np.float64(0.311), np.float64(0.312)]","[UUID('15d559e4-4537-4b74-bc2c-e1f25173f1d1'), UUID('15d559e4-4537-4b74-bc2c-e1f25173f1d1')]","(np.int64(9), np.int64(10))",35,"Vector(-0.045, 0.999)","Vector(3.943, 5.570)",direct,,15d559e4-4537-4b74-bc2c-e1f25173f1d1,0.302,"Vector(0.000, -1.000)",92.35971795248338,"Vector(5.057, 4.430)",6.8246126010858665,0.291,61.562,0.311,0.002
23,"[np.float64(78.48955749362317), np.float64(78.48699920657691)]","[np.float64(0.35100000000000003), np.float64(0.352)]","[UUID('a34db134-7e77-4786-8397-1c63f2699c84'), UUID('a34db134-7e77-4786-8397-1c63f2699c84')]","(np.int64(0), np.int64(4))",3,"Vector(-0.045, 0.999)","Vector(-5.051, -0.550)",direct,,a34db134-7e77-4786-8397-1c63f2699c84,0.34500000000000003,"Vector(1.000, 0.000)",-136.13337882558636,"Vector(5.051, 4.550)",5.081085375675162,0.336,78.488,0.351,0.002
24,"[np.float64(61.547040099162444), np.float64(61.55043393360286)]","[np.float64(0.352), np.float64(0.353)]","[UUID('f2102d59-673d-4fbd-a742-a758f05cd212'), UUID('f2102d59-673d-4fbd-a742-a758f05cd212')]","(np.int64(1), np.int64(10))",27,"Vector(-0.045, 0.999)","Vector(-4.051, 5.447)",direct,,f2102d59-673d-4fbd-a742-a758f05cd212,0.34500000000000003,"Vector(0.000, -1.000)",164.29299683363058,"Vector(5.051, 4.553)",6.788465377719769,0.332,61.549,0.352,0.002
25,"[np.float64(70.66731610407518), np.float64(70.66465424062478)]","[np.float64(0.352), np.float64(0.353)]","[UUID('d0449d43-95e2-474e-88a3-ac59f2a20ca3'), UUID('d0449d43-95e2-474e-88a3-ac59f2a20ca3')]","(np.float64(0.0), np.float64(4.0799))",3,"Vector(-0.045, 0.999)","Vector(-5.051, -0.473)",echo,wall_obstacle_7,d0449d43-95e2-474e-88a3-ac59f2a20ca3,0.34500000000000003,"Vector(0.000, -1.000)",-136.99663493244557,"Vector(5.051, 4.553)",5.0732007212902595,0.336232944606414,70.666,0.352,0.002
26,"[np.float64(67.55351112900118), np.float64(67.55462011491865)]","[np.float64(0.353), np.float64(0.354)]","[UUID('7d5bd37e-91f2-430a-a698-9f0cf40c0b1a'), UUID('7d5bd37e-91f2-430a-a698-9f0cf40c0b1a')]","(np.float64(0.0), np.float64(3.5701))",3,"Vector(-0.045, 0.999)","Vector(-5.051, -0.986)",echo,wall_obstacle_6,7d5bd37e-91f2-430a-a698-9f0cf40c0b1a,0.34500000000000003,"Vector(0.000, 1.000)",-131.30272894035244,"Vector(5.051, 4.556)",5.14625512963553,0.3372533527696793,67.554,0.353,0.002
27,"[np.float64(63.02004240429571), np.float64(63.02431770431264)]","[np.float64(0.4), np.float64(0.401)]","[UUID('033a12ca-5ad0-4455-886a-c043182f1559'), UUID('033a12ca-5ad0-4455-886a-c043182f1559')]","(np.int64(2), np.int64(10))",28,"Vector(-0.045, 0.999)","Vector(-3.044, 5.303)",direct,,033a12ca-5ad0-4455-886a-c043182f1559,0.397,"Vector(0.000, -1.000)",157.51331662029565,"Vector(5.044, 4.697)",6.11490217292967,0.382,63.022,0.4,0.002
28,"[np.float64(78.46151246341927), np.float64(78.4603410001561)]","[np.float64(0.401), np.float64(0.402)]","[UUID('c0b13319-f43c-44fa-b6fc-18e5e116a266'), UUID('c0b13319-f43c-44fa-b6fc-18e5e116a266')]","(np.int64(0), np.int64(5))",4,"Vector(-0.045, 0.999)","Vector(-5.044, 0.300)",direct,,c0b13319-f43c-44fa-b6fc-18e5e116a266,0.397,"Vector(1.000, 0.000)",-145.75108858275843,"Vector(5.044, 4.700)",5.0531738635139005,0.386,78.461,0.401,0.002
29,"[np.float64(68.63035406022902), np.float64(68.62918862213756)]","[np.float64(0.402), np.float64(0.403)]","[UUID('15bfee5b-6fba-4a2a-b3bf-5c4b5d485f5f'), UUID('15bfee5b-6fba-4a2a-b3bf-5c4b5d485f5f')]","(np.float64(0.0), np.float64(5.0999))",4,"Vector(-0.045, 0.999)","Vector(-5.044, 0.397)",echo,wall_obstacle_9,15bfee5b-6fba-4a2a-b3bf-5c4b5d485f5f,0.397,"Vector(0.000, -1.000)",-146.8465989625252,"Vector(5.044, 4.703)",5.059715230969031,0.3862912536443149,68.63,0.402,0.002
30,"[np.float64(68.36829047750481), np.float64(68.37067798430859)]","[np.float64(0.402), np.float64(0.403)]","[UUID('693d5033-9243-43e0-817c-87ac9bdaf0b0'), UUID('693d5033-9243-43e0-817c-87ac9bdaf0b0')]","(np.float64(0.0), np.float64(4.5901))",4,"Vector(-0.045, 0.999)","Vector(-5.044, -0.113)",echo,wall_obstacle_8,693d5033-9243-43e0-817c-87ac9bdaf0b0,0.397,"Vector(0.000, 1.000)",-141.06530334453447,"Vector(5.044, 4.703)",5.045369311606436,0.38719504373177843,68.369,0.402,0.002
31,"[np.float64(60.74042895002099), np.float64(60.74198519695707)]","[np.float64(0.404), np.float64(0.405)]","[UUID('2fec2938-034a-4649-b508-017f909aaddc'), UUID('2fec2938-034a-4649-b508-017f909aaddc')]","(np.float64(0.0), np.float64(4.0801))",4,"Vector(-0.045, 0.999)","Vector(-5.044, -0.629)",echo,wall_obstacle_7,2fec2938-034a-4649-b508-017f909aaddc,0.397,"Vector(0.000, 1.000)",-135.24012659978433,"Vector(5.044, 4.709)",5.08286434083185,0.38868192419825076,60.741,0.404,0.002
32,[np.float64(64.4409032989098)],[np.float64(0.456)],[UUID('8578c5e9-71a0-4bcc-a14c-02367ec752cf')],"(np.int64(7), np.int64(10))",33,"Vector(-0.045, 0.999)","Vector(1.963, 5.138)",direct,,8578c5e9-71a0-4bcc-a14c-02367ec752cf,0.443,"Vector(0.000, -1.000)",106.74256135957643,"Vector(5.037, 4.862)",5.500498147304479,0.439,64.441,0.456,0.001
33,"[np.float64(64.63689416181214), np.float64(64.63548818467719)]","[np.float64(0.535), np.float64(0.536)]","[UUID('5ce52725-f6a0-4dd9-b880-45e2f9aeeacf'), UUID('5ce52725-f6a0-4dd9-b880-45e2f9aeeacf')]","(np.int64(10), np.int64(3))",20,"Vector(-0.045, 0.999)","Vector(4.975, -2.102)",direct,,5ce52725-f6a0-4dd9-b880-45e2f9aeeacf,0.533,"Vector(-1.000, 0.000)",14.749596437291418,"Vector(5.025, 5.102)",5.400314532737885,0.519,64.636,0.535,0.002
34,"[np.float64(65.30288899039346), np.float64(65.29762697391207)]","[np.float64(0.535), np.float64(0.536)]","[UUID('57a312fc-4387-400b-92d1-aad4e644add4'), UUID('57a312fc-4387-400b-92d1-aad4e644add4')]","(np.float64(10.0), np.float64(3.0599))",20,"Vector(-0.045, 0.999)","Vector(4.975, -2.042)",echo,wall_obstacle_18,57a312fc-4387-400b-92d1-aad4e644add4,0.533,"Vector(0.000, -1.000)",15.337526038001156,"Vector(5.025, 5.102)",5.377284354253549,0.5191746355685132,65.3,0.535,0.002
35,"[np.float64(63.73370380861934), np.float64(63.73915543233087)]","[np.float64(0.538), np.float64(0.539)]","[UUID('6cb4ff62-b7f7-48a2-a994-dcae99dcc814'), UUID('6cb4ff62-b7f7-48a2-a994-dcae99dcc814')]","(np.int64(10), np.int64(8))",25,"Vector(-0.045, 0.999)","Vector(4.975, 2.889)",direct,,6cb4ff62-b7f7-48a2-a994-dcae99dcc814,0.533,"Vector(-1.000, 0.000)",67.80031552421877,"Vector(5.025, 5.111)",5.7530243852516385,0.521,63.736,0.538,0.002
36,"[np.float64(61.087925414579715), np.float64(61.10303145598094)]","[np.float64(0.594), np.float64(0.595)]","[UUID('14f5add4-fade-44eb-8733-6055aa0592ee'), UUID('14f5add4-fade-44eb-8733-6055aa0592ee')]","(np.float64(4.59002), np.float64(6.9999))",0,"Vector(-0.045, 0.999)","Vector(-0.427, 1.721)",echo,wall_obstacle_34,14f5add4-fade-44eb-8733-6055aa0592ee,0.583,"Vector(0.237, -0.971)",141.59485570236671,"Vector(5.017, 5.279)",1.7733089833697904,0.5882730819885769,61.095,0.594,0.002
37,"[np.float64(61.26887357805867), np.float64(61.28101296652115)]","[np.float64(0.595), np.float64(0.596)]","[UUID('908e5005-935e-4396-ac9b-b571d721148b'), UUID('908e5005-935e-4396-ac9b-b571d721148b')]","(np.float64(4.08005), np.float64(6.99991))",0,"Vector(-0.045, 0.999)","Vector(-0.937, 1.718)",echo,wall_obstacle_33,908e5005-935e-4396-ac9b-b571d721148b,0.583,"Vector(0.471, -0.882)",156.26241861794767,"Vector(5.017, 5.282)",1.9570072073704787,0.5888081358461348,61.275,0.595,0.002
38,"[np.float64(64.2985472065096), np.float64(64.30364260147522)]","[np.float64(0.645), np.float64(0.646)]","[UUID('6d67ae7f-3738-47c4-b216-279765c5addf'), UUID('6d67ae7f-3738-47c4-b216-279765c5addf')]","(np.int64(10), np.int64(8))",25,"Vector(-0.045, 0.999)","Vector(4.990, 2.568)",direct,,6d67ae7f-3738-47c4-b216-279765c5addf,0.642,"Vector(-1.000, 0.000)",64.8882595130944,"Vector(5.010, 5.432)",5.6120183820529315,0.628,64.301,0.645,0.002
39,"[np.float64(77.53082768641913), np.float64(77.52705150806264)]","[np.float64(0.652), np.float64(0.653)]","[UUID('30adae68-1ea1-4b9a-8a3c-ca29f9ae2c6d'), UUID('30adae68-1ea1-4b9a-8a3c-ca29f9ae2c6d')]","(np.int64(0), np.int64(4))",3,"Vector(-0.045, 0.999)","Vector(-5.009, -1.453)",direct,,30adae68-1ea1-4b9a-8a3c-ca29f9ae2c6d,0.642,"Vector(1.000, 0.000)",-126.17143268453967,"Vector(5.009, 5.453)",5.21554109795906,0.636,77.529,0.652,0.002
40,"[np.float64(69.74112312512513), np.float64(69.73761247024377)]","[np.float64(0.652), np.float64(0.653)]","[UUID('5a7337cf-a26e-4124-a115-b8088477dba7'), UUID('5a7337cf-a26e-4124-a115-b8088477dba7')]","(np.float64(0.0), np.float64(4.0799))",3,"Vector(-0.045, 0.999)","Vector(-5.009, -1.373)",echo,wall_obstacle_7,5a7337cf-a26e-4124-a115-b8088477dba7,0.642,"Vector(0.000, -1.000)",-127.01799102105205,"Vector(5.009, 5.453)",5.193851395496409,0.636232944606414,69.739,0.652,0.002
41,"[np.float64(63.21323562802862), np.float64(63.22985771256625)]","[np.float64(0.652), np.float64(0.653)]","[UUID('3ba235ff-05e7-46cb-8269-3ae339e55a2d'), UUID('3ba235ff-05e7-46cb-8269-3ae339e55a2d')]","(np.float64(4.59003), np.float64(6.9999))",0,"Vector(-0.045, 0.999)","Vector(-0.419, 1.547)",echo,wall_obstacle_34,3ba235ff-05e7-46cb-8269-3ae339e55a2d,0.642,"Vector(0.257, -0.966)",142.8113287623583,"Vector(5.009, 5.453)",1.6028364148596075,0.6467670749898901,63.222,0.652,0.002
42,"[np.float64(61.56229232279386), np.float64(61.58035839336885)]","[np.float64(0.652), np.float64(0.653)]","[UUID('2ea09aac-80a5-4ba7-8cfb-29a42d090afa'), UUID('2ea09aac-80a5-4ba7-8cfb-29a42d090afa')]","(np.float64(5.09999), np.float64(6.9999))",0,"Vector(-0.045, 0.999)","Vector(0.091, 1.547)",echo,wall_obstacle_35,2ea09aac-80a5-4ba7-8cfb-29a42d090afa,0.642,"Vector(-0.056, -0.998)",124.29267107685132,"Vector(5.009, 5.453)",1.5497469796066712,0.6466140049293229,61.571,0.652,0.002
43,"[np.float64(67.6103208906245), np.float64(67.60964696025773)]","[np.float64(0.653), np.float64(0.654)]","[UUID('fbf4c14d-e857-4445-a955-5d33fc7feba9'), UUID('fbf4c14d-e857-4445-a955-5d33fc7feba9')]","(np.float64(0.0), np.float64(3.5701))",3,"Vector(-0.045, 0.999)","Vector(-5.009, -1.886)",echo,wall_obstacle_6,fbf4c14d-e857-4445-a955-5d33fc7feba9,0.642,"Vector(0.000, 1.000)",-121.71568987376352,"Vector(5.009, 5.456)",5.352169688948585,0.6372533527696793,67.61,0.653,0.002
44,"[np.float64(63.2287720681126), np.float64(63.2416688556177)]","[np.float64(0.653), np.float64(0.654)]","[UUID('88f60ae1-6cda-4015-b4c3-bad880a0db21'), UUID('88f60ae1-6cda-4015-b4c3-bad880a0db21')]","(np.float64(4.08005), np.float64(6.99991))",0,"Vector(-0.045, 0.999)","Vector(-0.929, 1.544)",echo,wall_obstacle_33,88f60ae1-6cda-4015-b4c3-bad880a0db21,0.642,"Vector(0.507, -0.862)",158.68552113660417,"Vector(5.009, 5.456)",1.801972889501948,0.64734625896472,63.235,0.653,0.002
45,[np.float64(65.50298175040813)],[np.float64(0.655)],[UUID('20ac3778-622e-443f-92e8-c3e2bc2cba20')],"(np.int64(7), np.int64(10))",33,"Vector(-0.045, 0.999)","Vector(1.991, 4.541)",direct,,20ac3778-622e-443f-92e8-c3e2bc2cba20,0.642,"Vector(0.000, -1.000)",103.97853256247481,"Vector(5.009, 5.459)",4.958535445199519,0.64,65.503,0.655,0.001
46,[np.float64(61.95898070973466)],[np.float64(0.655)],[UUID('723f4413-3827-47b7-87fe-a681f2a78d70')],"(np.float64(3.57007), np.float64(6.99993))",0,"Vector(-0.045, 0.999)","Vector(-1.439, 1.541)",echo,wall_obstacle_32,723f4413-3827-47b7-87fe-a681f2a78d70,0.642,"Vector(0.674, -0.739)",170.68735659163872,"Vector(5.009, 5.459)",2.1083288096736714,0.6482339004441245,61.959,0.655,0.001
47,"[np.float64(65.02069326379079), np.float64(65.03868859013842)]","[np.float64(0.6970000000000001), np.float64(0.6980000000000001)]","[UUID('70d8cb8e-407f-4bcc-92f4-3d4729af211e'), UUID('70d8cb8e-407f-4bcc-92f4-3d4729af211e')]","(np.float64(4.59003), np.float64(6.9999))",0,"Vector(-0.045, 0.999)","Vector(-0.413, 1.412)",echo,wall_obstacle_34,70d8cb8e-407f-4bcc-92f4-3d4729af211e,0.6880000000000001,"Vector(0.276, -0.961)",143.9492552594695,"Vector(5.003, 5.588)",1.4711754670330797,0.6923742853785108,65.03,0.697,0.002
48,"[np.float64(63.281035464710605), np.float64(63.30074973808698)]","[np.float64(0.6970000000000001), np.float64(0.6980000000000001)]","[UUID('7b18ae94-892d-483d-8fb7-54274b643220'), UUID('7b18ae94-892d-483d-8fb7-54274b643220')]","(np.float64(5.09999), np.float64(6.9999))",0,"Vector(-0.045, 0.999)","Vector(0.097, 1.412)",echo,wall_obstacle_35,7b18ae94-892d-483d-8fb7-54274b643220,0.6880000000000001,"Vector(-0.066, -0.998)",123.71761467095153,"Vector(5.003, 5.588)",1.4154200361730083,0.6922135780045998,63.291,0.697,0.002
49,"[np.float64(64.8610701499959), np.float64(64.87455599475066)]","[np.float64(0.6980000000000001), np.float64(0.6990000000000001)]","[UUID('c68e544d-1f2b-4e9c-917d-d629a6551ac8'), UUID('c68e544d-1f2b-4e9c-917d-d629a6551ac8')]","(np.float64(4.08005), np.float64(6.99992))",0,"Vector(-0.045, 0.999)","Vector(-0.923, 1.409)",echo,wall_obstacle_33,c68e544d-1f2b-4e9c-917d-d629a6551ac8,0.6880000000000001,"Vector(0.540, -0.842)",160.86963838157988,"Vector(5.003, 5.591)",1.684277433916396,0.6929936202833799,64.868,0.698,0.002
50,"[np.float64(60.03207305897318), np.float64(60.049220871243136)]","[np.float64(0.6980000000000001), np.float64(0.6990000000000001)]","[UUID('c006de10-f044-46c5-9a6e-518c9b86142e'), UUID('c006de10-f044-46c5-9a6e-518c9b86142e')]","(np.float64(5.60996), np.float64(6.99991))",0,"Vector(-0.045, 0.999)","Vector(0.607, 1.409)",echo,wall_obstacle_36,c006de10-f044-46c5-9a6e-518c9b86142e,0.6880000000000001,"Vector(-0.387, -0.922)",104.3394399502111,"Vector(5.003, 5.591)",1.5343844929482309,0.6925601960743146,60.041,0.698,0.002
51,"[np.float64(65.7547545591705), np.float64(65.7608686773384)]","[np.float64(0.7000000000000001), np.float64(0.7010000000000001)]","[UUID('86b50454-6158-4499-9c47-c94e6e722972'), UUID('86b50454-6158-4499-9c47-c94e6e722972')]","(np.int64(3), np.int64(10))",29,"Vector(-0.045, 0.999)","Vector(-2.002, 4.403)",direct,,86b50454-6158-4499-9c47-c94e6e722972,0.6880000000000001,"Vector(0.000, -1.000)",152.1086693308306,"Vector(5.002, 5.597)",4.837102420302882,0.685,65.758,0.7,0.002
52,"[np.float64(63.30062506056441), np.float64(63.309833888567496)]","[np.float64(0.7000000000000001), np.float64(0.7010000000000001)]","[UUID('16e4580b-1d6a-4bc4-a495-1938ad5fd754'), UUID('16e4580b-1d6a-4bc4-a495-1938ad5fd754')]","(np.float64(3.57007), np.float64(6.99993))",0,"Vector(-0.045, 0.999)","Vector(-1.432, 1.403)",echo,wall_obstacle_32,16e4580b-1d6a-4bc4-a495-1938ad5fd754,0.6880000000000001,"Vector(0.705, -0.709)",173.24475730839112,"Vector(5.002, 5.597)",2.0050581673607377,0.6939295151238092,63.305,0.7,0.002
53,[np.float64(67.01116604165173)],[np.float64(0.7010000000000001)],[UUID('21ff12ae-54a0-4896-af25-b03ec064cb01')],"(np.int64(5), np.int64(10))",31,"Vector(-0.045, 0.999)","Vector(-0.002, 4.403)",direct,,21ff12ae-54a0-4896-af25-b03ec064cb01,0.6880000000000001,"Vector(0.000, -1.000)",127.68562873450566,"Vector(5.002, 5.597)",4.403180648633439,0.6880000000000001,67.011,0.701,0.001
54,"[np.float64(66.08721008648946), np.float64(66.09389059075139)]","[np.float64(0.752), np.float64(0.753)]","[UUID('f58659c9-c7f1-4546-badb-81ff356ce34d'), UUID('f58659c9-c7f1-4546-badb-81ff356ce34d')]","(np.int64(7), np.int64(10))",33,"Vector(0.090, 0.996)","Vector(1.992, 4.247)",direct,,f58659c9-c7f1-4546-badb-81ff356ce34d,0.746,"Vector(0.000, -1.000)",102.5226648266044,"Vector(5.008, 5.753)",4.6914905275082885,0.738,66.091,0.752,0.002
55,"[np.float64(68.04667020672389), np.float64(68.06584178119613)]","[np.float64(0.754), np.float64(0.755)]","[UUID('809a3623-5582-46f3-8ff4-025c1a4420fd'), UUID('809a3623-5582-46f3-8ff4-025c1a4420fd')]","(np.float64(4.59003), np.float64(6.9999))",0,"Vector(0.090, 0.996)","Vector(-0.418, 1.241)",echo,wall_obstacle_34,809a3623-5582-46f3-8ff4-025c1a4420fd,0.746,"Vector(0.311, -0.950)",146.26626760300553,"Vector(5.008, 5.759)",1.3097773699373492,0.7498908132917986,68.056,0.754,0.002
56,"[np.float64(66.26668998859533), np.float64(66.2893726960491)]","[np.float64(0.754), np.float64(0.755)]","[UUID('ae1a9492-86b4-49ce-a0db-ed5c5dfdbdb9'), UUID('ae1a9492-86b4-49ce-a0db-ed5c5dfdbdb9')]","(np.float64(5.09999), np.float64(6.9999))",0,"Vector(0.090, 0.996)","Vector(0.092, 1.241)",echo,wall_obstacle_35,ae1a9492-86b4-49ce-a0db-ed5c5dfdbdb9,0.746,"Vector(-0.074, -0.997)",123.41844043434021,"Vector(5.008, 5.759)",1.2446802810360578,0.7497075694950087,66.278,0.754,0.002
57,"[np.float64(62.630905317840885), np.float64(62.65085476177767)]","[np.float64(0.755), np.float64(0.756)]","[UUID('1ef8be67-ed70-48a5-bda7-a8cb698ea29d'), UUID('1ef8be67-ed70-48a5-bda7-a8cb698ea29d')]","(np.float64(5.60996), np.float64(6.99991))",0,"Vector(0.090, 0.996)","Vector(0.602, 1.238)",echo,wall_obstacle_36,1ef8be67-ed70-48a5-bda7-a8cb698ea29d,0.746,"Vector(-0.430, -0.903)",101.74128282175008,"Vector(5.008, 5.762)",1.3767198624266304,0.7500957254370437,62.641,0.755,0.002
58,"[np.float64(67.50509018115999), np.float64(67.5178201390098)]","[np.float64(0.756), np.float64(0.757)]","[UUID('9dbee0f6-75ac-4d19-a6aa-cbd607503d6b'), UUID('9dbee0f6-75ac-4d19-a6aa-cbd607503d6b')]","(np.float64(4.08006), np.float64(6.99992))",0,"Vector(0.090, 0.996)","Vector(-0.929, 1.235)",echo,wall_obstacle_33,9dbee0f6-75ac-4d19-a6aa-cbd607503d6b,0.746,"Vector(0.590, -0.808)",164.58493430838666,"Vector(5.009, 5.765)",1.5453748617406715,0.7505773689590628,67.511,0.756,0.002
59,"[np.float64(65.41500120788986), np.float64(65.42264489668852)]","[np.float64(0.758), np.float64(0.759)]","[UUID('28df54fc-bf02-4579-92ce-d3afcd961a70'), UUID('28df54fc-bf02-4579-92ce-d3afcd961a70')]","(np.float64(3.57007), np.float64(6.99993))",0,"Vector(0.090, 0.996)","Vector(-1.439, 1.229)",echo,wall_obstacle_32,28df54fc-bf02-4579-92ce-d3afcd961a70,0.746,"Vector(0.749, -0.662)",177.1481609063835,"Vector(5.009, 5.771)",1.8926687787618837,0.7515845827469773,65.419,0.758,0.002
60,"[np.float64(61.20621716888809), np.float64(61.20424346795142)]","[np.float64(0.849), np.float64(0.85)]","[UUID('4cadfdf5-7d83-4d68-a065-6d3d8e2c1561'), UUID('4cadfdf5-7d83-4d68-a065-6d3d8e2c1561')]","(np.int64(10), np.int64(1))",18,"Vector(0.347, 0.938)","Vector(4.929, -5.036)",direct,,4cadfdf5-7d83-4d68-a065-6d3d8e2c1561,0.847,"Vector(-1.000, 0.000)",-7.956634810418735,"Vector(5.071, 6.036)",7.04679067732255,0.8280000000000001,61.205,0.849,0.002
61,"[np.float64(70.176874180731), np.float64(70.17328211815757)]","[np.float64(0.849), np.float64(0.85)]","[UUID('302687ef-6e15-472f-8be2-82fc6d23a113'), UUID('302687ef-6e15-472f-8be2-82fc6d23a113')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.347, 0.938)","Vector(4.929, -5.016)",echo,wall_obstacle_14,302687ef-6e15-472f-8be2-82fc6d23a113,0.847,"Vector(0.000, -1.000)",-7.84322156714282,"Vector(5.071, 6.036)",7.032583735726152,0.8280580174927115,70.175,0.849,0.002
62,"[np.float64(72.34963011723848), np.float64(72.37756780522017)]","[np.float64(0.853), np.float64(0.854)]","[UUID('ba906036-fc3b-4fc3-96ea-51287214ce82'), UUID('ba906036-fc3b-4fc3-96ea-51287214ce82')]","(np.float64(5.1), np.float64(6.9999))",0,"Vector(0.347, 0.938)","Vector(0.025, 0.953)",echo,wall_obstacle_35,ba906036-fc3b-4fc3-96ea-51287214ce82,0.847,"Vector(-0.033, -0.999)",126.1373537992131,"Vector(5.075, 6.047)",0.9532941934156528,0.849837240534065,72.364,0.853,0.002
63,"[np.float64(73.75208546149118), np.float64(73.76957822981547)]","[np.float64(0.854), np.float64(0.855)]","[UUID('41422697-c7ad-44b4-b13e-2e8fe1072e22'), UUID('41422697-c7ad-44b4-b13e-2e8fe1072e22')]","(np.float64(4.59004), np.float64(6.99991))",0,"Vector(0.347, 0.938)","Vector(-0.486, 0.950)",echo,wall_obstacle_34,41422697-c7ad-44b4-b13e-2e8fe1072e22,0.847,"Vector(0.441, -0.898)",154.73247396517303,"Vector(5.076, 6.050)",1.06713017162856,0.8501588992227624,73.761,0.854,0.002
64,"[np.float64(67.88809942735857), np.float64(67.91439099373441)]","[np.float64(0.854), np.float64(0.855)]","[UUID('9b7ff0fc-1bdd-4dd5-ba94-bd946a320aa4'), UUID('9b7ff0fc-1bdd-4dd5-ba94-bd946a320aa4')]","(np.float64(5.60995), np.float64(6.99991))",0,"Vector(0.347, 0.938)","Vector(0.534, 0.950)",echo,wall_obstacle_36,9b7ff0fc-1bdd-4dd5-ba94-bd946a320aa4,0.847,"Vector(-0.487, -0.873)",98.31120703095138,"Vector(5.076, 6.050)",1.0900092880796934,0.8502469055036644,67.901,0.854,0.002
65,"[np.float64(71.81251222736589), np.float64(71.81999778371251)]","[np.float64(0.856), np.float64(0.857)]","[UUID('6abca83d-7aa0-4a84-8a36-7583a4275604'), UUID('6abca83d-7aa0-4a84-8a36-7583a4275604')]","(np.float64(4.08007), np.float64(6.99993))",0,"Vector(0.347, 0.938)","Vector(-0.998, 0.945)",echo,wall_obstacle_33,6abca83d-7aa0-4a84-8a36-7583a4275604,0.847,"Vector(0.712, -0.702)",174.22489747375369,"Vector(5.078, 6.055)",1.3739790353931898,0.8510408688965613,71.816,0.856,0.002
66,"[np.float64(62.66628244489032), np.float64(62.685488727727936)]","[np.float64(0.856), np.float64(0.857)]","[UUID('dad34e7e-f0ca-4ea7-8ac1-7dd917ef8b0c'), UUID('dad34e7e-f0ca-4ea7-8ac1-7dd917ef8b0c')]","(np.float64(6.11993), np.float64(6.99993))",0,"Vector(0.347, 0.938)","Vector(1.042, 0.945)",echo,wall_obstacle_37,dad34e7e-f0ca-4ea7-8ac1-7dd917ef8b0c,0.847,"Vector(-0.734, -0.679)",79.84507584421124,"Vector(5.078, 6.055)",1.4064358485547785,0.8511780759967461,62.676,0.856,0.002
67,"[np.float64(67.78170768655106), np.float64(67.78858206213584)]","[np.float64(0.857), np.float64(0.858)]","[UUID('41b9256a-5b5a-4eff-87db-015370a5333f'), UUID('41b9256a-5b5a-4eff-87db-015370a5333f')]","(np.int64(4), np.int64(10))",30,"Vector(0.347, 0.938)","Vector(-1.079, 3.942)",direct,,41b9256a-5b5a-4eff-87db-015370a5333f,0.847,"Vector(0.000, -1.000)",142.96210295958423,"Vector(5.079, 6.058)",4.086809669999326,0.845,67.785,0.857,0.002
68,"[np.float64(68.44199087022515), np.float64(68.44440124763241)]","[np.float64(0.858), np.float64(0.859)]","[UUID('81837d57-a0d2-4a09-b9f1-fc9d68982dce'), UUID('81837d57-a0d2-4a09-b9f1-fc9d68982dce')]","(np.float64(3.57008), np.float64(6.99995))",0,"Vector(0.347, 0.938)","Vector(-1.510, 0.939)",echo,wall_obstacle_32,81837d57-a0d2-4a09-b9f1-fc9d68982dce,0.847,"Vector(0.839, -0.545)",-174.22201094262573,"Vector(5.080, 6.061)",1.7780279795323808,0.8522057866415038,68.443,0.858,0.002
69,[np.float64(64.80024727704449)],[np.float64(0.86)],[UUID('bb72235c-3070-44ee-a70c-bd5aaa21215c')],"(np.float64(3.06009), np.float64(6.99996))",0,"Vector(0.347, 0.938)","Vector(-2.021, 0.936)",echo,wall_obstacle_31,bb72235c-3070-44ee-a70c-bd5aaa21215c,0.847,"Vector(0.900, -0.436)",-167.20078174796947,"Vector(5.081, 6.064)",2.2272118834318393,0.8535033142299612,64.8,0.86,0.001
