,func,ncalls,ccalls,tottime,cumtime,callers
181,"<code object _homogenize at 0x5589647bdb00, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/construction.py"", line 596>",3630,0,0.09901385900000001,0.013878553,"[_lsprof.profiler_subentry(code=<code object sanitize_array at 0x558964499490, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/construction.py"", line 517>, callcount=10890, reccallcount=0, totaltime=0.064116003, inlinetime=0.027784594000000003), _lsprof.profiler_subentry(code=<code object require_length_match at 0x7eae6fcb96b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/common.py"", line 568>, callcount=10890, reccallcount=0, totaltime=0.009552127, inlinetime=0.002771481), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=21780, reccallcount=0, totaltime=0.008118725, inlinetime=0.003823162), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=21780, reccallcount=0, totaltime=0.003348451, inlinetime=0.003348451)]"
182,"<code object copy at 0x5589647be180, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 557>",3630,0,0.037970019,0.006752524,"[_lsprof.profiler_subentry(code=<code object apply at 0x558964729de0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 317>, callcount=3630, reccallcount=0, totaltime=0.029787947000000002, inlinetime=0.01010596), _lsprof.profiler_subentry(code=<code object ndim at 0x7eae6722e590, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 1828>, callcount=3630, reccallcount=0, totaltime=0.000389725, inlinetime=0.000389725), _lsprof.profiler_subentry(code=<code object using_copy_on_write at 0x7eae70c23930, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/_config/__init__.py"", line 34>, callcount=3630, reccallcount=0, totaltime=0.001039823, inlinetime=0.001039823)]"
183,"<code object _form_blocks at 0x5589647c63e0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 2190>",3630,0,0.102559174,0.039106504,"[_lsprof.profiler_subentry(code=<code object get_block_type at 0x7eae675af7b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/blocks.py"", line 2747>, callcount=7260, reccallcount=0, totaltime=0.005005962, inlinetime=0.0034367380000000004), _lsprof.profiler_subentry(code=<code object _grouping_func at 0x7eae672696b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 2177>, callcount=10890, reccallcount=0, totaltime=0.006928317000000001, inlinetime=0.00400509), _lsprof.profiler_subentry(code=<code object _stack_arrays at 0x7eae672713b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/internals/managers.py"", line 2246>, callcount=7260, reccallcount=0, totaltime=0.022798814, inlinetime=0.018451557), _lsprof.profiler_subentry(code=<code object require at 0x5589638e42d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/_asarray.py"", line 26>, callcount=7260, reccallcount=0, totaltime=0.024773115000000002, inlinetime=0.013912259000000001), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=7260, reccallcount=0, totaltime=0.0014404980000000001, inlinetime=0.0014404980000000001), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=7260, reccallcount=0, totaltime=0.001201582, inlinetime=0.001201582), _lsprof.profiler_subentry(code='<built-in method builtins.issubclass>', callcount=7260, reccallcount=0, totaltime=0.001304382, inlinetime=0.001304382)]"
184,"<code object _sanitize_filename at 0x5589647cf190, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 341>",100,0,0.00017844100000000002,0.000111501,"[_lsprof.profiler_subentry(code=""<method 'find' of 'str' objects>"", callcount=100, reccallcount=0, totaltime=4.8110000000000005e-05, inlinetime=4.8110000000000005e-05), _lsprof.profiler_subentry(code='<built-in method builtins.chr>', callcount=100, reccallcount=0, totaltime=1.883e-05, inlinetime=1.883e-05)]"
185,"<code object close at 0x5589647d5c70, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1931>",100,0,0.010308982000000001,0.000179371,"[_lsprof.profiler_subentry(code=<code object _fpclose at 0x7eae670f12e0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 2047>, callcount=50, reccallcount=0, totaltime=0.009354711, inlinetime=4.6668e-05), _lsprof.profiler_subentry(code=<code object _write_end_record at 0x5589647f2800, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1953>, callcount=50, reccallcount=0, totaltime=0.0007378840000000001, inlinetime=0.000403198), _lsprof.profiler_subentry(code=""<method '__exit__' of '_thread.RLock' objects>"", callcount=50, reccallcount=0, totaltime=1.3911000000000001e-05, inlinetime=1.3911000000000001e-05), _lsprof.profiler_subentry(code=""<method 'seek' of '_io.BufferedRandom' objects>"", callcount=50, reccallcount=0, totaltime=2.3105e-05, inlinetime=2.3105e-05)]"
186,"<code object _get_filepath_or_buffer at 0x5589647d8fd0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 304>",3631,0,0.107109728,0.018873077000000002,"[_lsprof.profiler_subentry(code=<code object stringify_path at 0x7eae671c7280, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 248>, callcount=3631, reccallcount=0, totaltime=0.016529081, inlinetime=0.003394779), _lsprof.profiler_subentry(code=<code object _expand_user at 0x7eae6725eaf0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 188>, callcount=3631, reccallcount=0, totaltime=0.004862353000000001, inlinetime=0.001431301), _lsprof.profiler_subentry(code=<code object get_compression_method at 0x7eae671c7560, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 515>, callcount=3631, reccallcount=0, totaltime=0.00394717, inlinetime=0.0011544860000000001), _lsprof.profiler_subentry(code=<code object infer_compression at 0x7eae67091770, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 550>, callcount=3631, reccallcount=0, totaltime=0.030217698, inlinetime=0.012564842000000001), _lsprof.profiler_subentry(code=<code object is_url at 0x7eae6726a0d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 160>, callcount=3631, reccallcount=0, totaltime=0.023185885, inlinetime=0.004306329), _lsprof.profiler_subentry(code=<code object is_fsspec_url at 0x7eae67236b80, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 292>, callcount=3631, reccallcount=0, totaltime=0.00725999, inlinetime=0.0031013290000000003), _lsprof.profiler_subentry(code=<code object __init__ at 0x7eae670fdac0, file ""<string>"", line 2>, callcount=3631, reccallcount=0, totaltime=0.0013269940000000002, inlinetime=0.0013269940000000002), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=7262, reccallcount=0, totaltime=0.00090748, inlinetime=0.00090748)]"
187,"<code object get_handle at 0x5589647db520, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 664>",3631,0,0.236669812,0.025586007,"[_lsprof.profiler_subentry(code=""<method 'pop' of 'dict' objects>"", callcount=3631, reccallcount=0, totaltime=0.000772847, inlinetime=0.000772847), _lsprof.profiler_subentry(code=<code object _is_binary_mode at 0x7eae6709c6f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 1165>, callcount=7261, reccallcount=0, totaltime=0.026667587000000003, inlinetime=0.009580883), _lsprof.profiler_subentry(code='<built-in method _codecs.lookup>', callcount=3631, reccallcount=0, totaltime=0.0033071290000000002, inlinetime=0.0033071290000000002), _lsprof.profiler_subentry(code='<built-in method _codecs.lookup_error>', callcount=3631, reccallcount=0, totaltime=0.0012209500000000002, inlinetime=0.0012209500000000002), _lsprof.profiler_subentry(code=<code object _get_filepath_or_buffer at 0x5589647d8fd0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 304>, callcount=3631, reccallcount=0, totaltime=0.107109728, inlinetime=0.018873077000000002), _lsprof.profiler_subentry(code=<code object _maybe_memory_map at 0x5589647b35a0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 1117>, callcount=3631, reccallcount=0, totaltime=0.00328312, inlinetime=0.002550699), _lsprof.profiler_subentry(code=""<method 'reverse' of 'list' objects>"", callcount=3631, reccallcount=0, totaltime=0.0007003280000000001, inlinetime=0.0007003280000000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x7eae67120ed0, file ""<string>"", line 2>, callcount=3631, reccallcount=0, totaltime=0.0012398040000000002, inlinetime=0.0012398040000000002), _lsprof.profiler_subentry(code=<code object check_parent_directory at 0x7eae6725ed50, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 605>, callcount=1, reccallcount=0, totaltime=6.0999e-05, inlinetime=5.403000000000001e-06), _lsprof.profiler_subentry(code='<built-in method _io.open>', callcount=3631, reccallcount=0, totaltime=0.064143736, inlinetime=0.060472377), _lsprof.profiler_subentry(code='<built-in method builtins.hasattr>', callcount=3630, reccallcount=0, totaltime=0.000981404, inlinetime=0.000981404), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=10893, reccallcount=0, totaltime=0.000862391, inlinetime=0.000862391), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=3631, reccallcount=0, totaltime=0.0007337820000000001, inlinetime=0.0007337820000000001)]"
188,"<code object __init__ at 0x5589647df4c0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 387>",100,0,0.00031184400000000003,0.000133403,"[_lsprof.profiler_subentry(code=<code object _sanitize_filename at 0x5589647cf190, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 341>, callcount=100, reccallcount=0, totaltime=0.00017844100000000002, inlinetime=0.000111501)]"
189,"<code object FileHeader at 0x5589647e99d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 446>",200,0,0.001241356,0.000659064,"[_lsprof.profiler_subentry(code='<built-in method _struct.pack>', callcount=400, reccallcount=0, totaltime=0.000209106, inlinetime=0.000209106), _lsprof.profiler_subentry(code=<code object _encodeFilenameFlags at 0x7eae6722b0a0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 494>, callcount=200, reccallcount=0, totaltime=0.000157123, inlinetime=9.175200000000001e-05), _lsprof.profiler_subentry(code='<built-in method _struct.calcsize>', callcount=200, reccallcount=0, totaltime=8.683600000000001e-05, inlinetime=8.683600000000001e-05), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=400, reccallcount=0, totaltime=3.3693000000000004e-05, inlinetime=3.3693000000000004e-05), _lsprof.profiler_subentry(code='<built-in method builtins.max>', callcount=400, reccallcount=0, totaltime=9.553400000000001e-05, inlinetime=9.553400000000001e-05)]"
190,"<code object __init__ at 0x5589647ed700, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1284>",50,0,0.011472147,0.000385092,"[_lsprof.profiler_subentry(code='<built-in method _io.open>', callcount=50, reccallcount=0, totaltime=0.010800384000000001, inlinetime=0.010800384000000001), _lsprof.profiler_subentry(code=<code object _check_compression at 0x7eae6722b870, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 718>, callcount=50, reccallcount=0, totaltime=2.3524e-05, inlinetime=2.3524e-05), _lsprof.profiler_subentry(code=<code object RLock at 0x7eaea755a330, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/threading.py"", line 124>, callcount=50, reccallcount=0, totaltime=3.7257e-05, inlinetime=3.7257e-05), _lsprof.profiler_subentry(code=""<method 'tell' of '_io.BufferedRandom' objects>"", callcount=50, reccallcount=0, totaltime=2.4964e-05, inlinetime=2.4964e-05), _lsprof.profiler_subentry(code=""<method 'seek' of '_io.BufferedRandom' objects>"", callcount=50, reccallcount=0, totaltime=5.4014e-05, inlinetime=5.4014e-05), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=100, reccallcount=0, totaltime=0.00014691200000000002, inlinetime=7.2481e-05)]"
191,"<code object _writecheck at 0x5589647ee450, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1795>",100,0,0.00011888600000000001,9.825800000000001e-05,"[_lsprof.profiler_subentry(code=<code object _check_compression at 0x7eae6722b870, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 718>, callcount=100, reccallcount=0, totaltime=2.0628e-05, inlinetime=2.0628e-05)]"
192,"<code object close at 0x5589647ee750, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1211>",100,0,0.015446529,0.000565484,"[_lsprof.profiler_subentry(code='<function _ZipWriteFile.close at 0x7eae6711b920>', callcount=100, reccallcount=0, totaltime=4.9300000000000006e-05, inlinetime=4.9300000000000006e-05), _lsprof.profiler_subentry(code=""<method 'flush' of 'zlib.Compress' objects>"", callcount=100, reccallcount=0, totaltime=0.0045856410000000005, inlinetime=0.0045856410000000005), _lsprof.profiler_subentry(code=<code object _fileobj at 0x7eae67134120, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1185>, callcount=500, reccallcount=0, totaltime=6.266e-05, inlinetime=6.266e-05), _lsprof.profiler_subentry(code=<code object FileHeader at 0x5589647e99d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 446>, callcount=100, reccallcount=0, totaltime=0.000538116, inlinetime=0.000301387), _lsprof.profiler_subentry(code=""<method 'tell' of '_io.BufferedRandom' objects>"", callcount=100, reccallcount=0, totaltime=5.4857e-05, inlinetime=5.4857e-05), _lsprof.profiler_subentry(code=""<method 'write' of '_io.BufferedRandom' objects>"", callcount=200, reccallcount=0, totaltime=0.000368796, inlinetime=0.000368796), _lsprof.profiler_subentry(code=""<method 'seek' of '_io.BufferedRandom' objects>"", callcount=200, reccallcount=0, totaltime=0.009193447, inlinetime=0.009193447), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=100, reccallcount=0, totaltime=1.0158e-05, inlinetime=1.0158e-05), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=100, reccallcount=0, totaltime=1.807e-05, inlinetime=1.807e-05)]"
193,"<code object open at 0x5589647efca0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1561>",100,0,0.0026278680000000002,0.00024750600000000004,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x5589647df4c0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 387>, callcount=100, reccallcount=0, totaltime=0.00031184400000000003, inlinetime=0.000133403), _lsprof.profiler_subentry(code=<code object _open_to_write at 0x5589647f0710, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1663>, callcount=100, reccallcount=0, totaltime=0.002048154, inlinetime=0.000385212), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=100, reccallcount=0, totaltime=2.0364e-05, inlinetime=2.0364e-05)]"
194,"<code object _open_to_write at 0x5589647f0710, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1663>",100,0,0.002048154,0.000385212,"[_lsprof.profiler_subentry(code=<code object FileHeader at 0x5589647e99d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 446>, callcount=100, reccallcount=0, totaltime=0.00070324, inlinetime=0.00035767700000000004), _lsprof.profiler_subentry(code=<code object _writecheck at 0x5589647ee450, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1795>, callcount=100, reccallcount=0, totaltime=0.00011888600000000001, inlinetime=9.825800000000001e-05), _lsprof.profiler_subentry(code=<code object __init__ at 0x7eae670f0e90, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1175>, callcount=100, reccallcount=0, totaltime=0.0007061600000000001, inlinetime=0.000203236), _lsprof.profiler_subentry(code=""<method 'tell' of '_io.BufferedRandom' objects>"", callcount=100, reccallcount=0, totaltime=3.6195e-05, inlinetime=3.6195e-05), _lsprof.profiler_subentry(code=""<method 'write' of '_io.BufferedRandom' objects>"", callcount=100, reccallcount=0, totaltime=4.0947e-05, inlinetime=4.0947e-05), _lsprof.profiler_subentry(code=""<method 'seek' of '_io.BufferedRandom' objects>"", callcount=100, reccallcount=0, totaltime=5.7514000000000005e-05, inlinetime=5.7514000000000005e-05)]"
195,"<code object _write_end_record at 0x5589647f2800, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 1953>",50,0,0.0007378840000000001,0.000403198,"[_lsprof.profiler_subentry(code=""<method 'flush' of '_io.BufferedRandom' objects>"", callcount=50, reccallcount=0, totaltime=6.1844e-05, inlinetime=6.1844e-05), _lsprof.profiler_subentry(code='<built-in method _struct.pack>', callcount=150, reccallcount=0, totaltime=7.153900000000001e-05, inlinetime=7.153900000000001e-05), _lsprof.profiler_subentry(code=<code object _encodeFilenameFlags at 0x7eae6722b0a0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 494>, callcount=100, reccallcount=0, totaltime=4.7534e-05, inlinetime=2.9911000000000002e-05), _lsprof.profiler_subentry(code=""<method 'tell' of '_io.BufferedRandom' objects>"", callcount=50, reccallcount=0, totaltime=1.9484000000000002e-05, inlinetime=1.9484000000000002e-05), _lsprof.profiler_subentry(code=""<method 'write' of '_io.BufferedRandom' objects>"", callcount=500, reccallcount=0, totaltime=7.296100000000001e-05, inlinetime=7.296100000000001e-05), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=400, reccallcount=0, totaltime=2.7638000000000002e-05, inlinetime=2.7638000000000002e-05), _lsprof.profiler_subentry(code='<built-in method builtins.max>', callcount=200, reccallcount=0, totaltime=3.3686e-05, inlinetime=3.3686e-05)]"
196,"<code object _get_compressor at 0x558964803a20, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/zipfile/__init__.py"", line 737>",100,0,0.0005029240000000001,8.398100000000001e-05,"[_lsprof.profiler_subentry(code='<built-in method zlib.compressobj>', callcount=100, reccallcount=0, totaltime=0.000418943, inlinetime=0.000418943)]"
197,"<code object generate_sound_profile at 0x55896480c760, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 276>",1815,0,0.14176997500000002,0.064178763,"[_lsprof.profiler_subentry(code=<code object sound_within_time_interval at 0x7eae668d4530, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 170>, callcount=5344, reccallcount=0, totaltime=0.0015440340000000001, inlinetime=0.0015440340000000001), _lsprof.profiler_subentry(code=<code object ones at 0x7eaea729d930, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/numeric.py"", line 171>, callcount=1815, reccallcount=0, totaltime=0.005163684, inlinetime=0.003910426), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=5445, reccallcount=0, totaltime=0.0007138310000000001, inlinetime=0.0007138310000000001), _lsprof.profiler_subentry(code=<code object _round_dispatcher at 0x7eaea4dba3f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3613>, callcount=6171, reccallcount=0, totaltime=0.0006076930000000001, inlinetime=0.0006076930000000001), _lsprof.profiler_subentry(code=<code object round at 0x7eaea72d6250, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3617>, callcount=6171, reccallcount=0, totaltime=0.030498948, inlinetime=0.002876435), _lsprof.profiler_subentry(code='<built-in method numpy.arange>', callcount=1815, reccallcount=0, totaltime=0.004170211, inlinetime=0.004170211), _lsprof.profiler_subentry(code='<built-in method numpy.zeros>', callcount=1815, reccallcount=0, totaltime=0.0015407980000000001, inlinetime=0.0015407980000000001), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=1815, reccallcount=0, totaltime=0.0021722620000000003, inlinetime=0.0021722620000000003), _lsprof.profiler_subentry(code=<code object where at 0x7eaea72628d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/multiarray.py"", line 391>, callcount=6902, reccallcount=0, totaltime=0.000696014, inlinetime=0.000696014), _lsprof.profiler_subentry(code=<code object find_sum_of_db at 0x7eae6687da50, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 151>, callcount=14637, reccallcount=0, totaltime=0.017540748000000002, inlinetime=0.014208035), _lsprof.profiler_subentry(code=<code object __eq__ at 0x7eaea790d6b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/uuid.py"", line 240>, callcount=7159, reccallcount=0, totaltime=0.002532107, inlinetime=0.0019702490000000003), _lsprof.profiler_subentry(code=<code object _min_dispatcher at 0x7eaea4db9fe0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3184>, callcount=1815, reccallcount=0, totaltime=0.00020489100000000001, inlinetime=0.00020489100000000001), _lsprof.profiler_subentry(code=<code object min at 0x7eaea72c1680, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3189>, callcount=1815, reccallcount=0, totaltime=0.010205991000000001, inlinetime=0.0014229090000000002)]"
198,"<code object _construct_result at 0x558964831dc0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 6212>",43911,0,1.8953699800000001,0.09630329500000001,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x5589648cdf90, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 389>, callcount=43911, reccallcount=0, totaltime=1.5137696850000002, inlinetime=0.235832528), _lsprof.profiler_subentry(code=<code object _constructor at 0x7eae66f40850, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 660>, callcount=43911, reccallcount=0, totaltime=0.004897095000000001, inlinetime=0.004897095000000001), _lsprof.profiler_subentry(code='<built-in method builtins.getattr>', callcount=43911, reccallcount=0, totaltime=0.004752317000000001, inlinetime=0.004752317000000001), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=43911, reccallcount=0, totaltime=0.004075197, inlinetime=0.004075197), _lsprof.profiler_subentry(code=<code object __setattr__ at 0x5589645cc5a0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/generic.py"", line 6320>, callcount=43911, reccallcount=0, totaltime=0.12138554900000001, inlinetime=0.032870043), _lsprof.profiler_subentry(code=<code object __finalize__ at 0x5589645bde30, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/generic.py"", line 6255>, callcount=43911, reccallcount=0, totaltime=0.15018684200000001, inlinetime=0.105133285)]"
199,"<code object _align_for_op at 0x558964847a30, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 6148>",14637,0,0.016557121,0.010723175000000001,"[_lsprof.profiler_subentry(code=<code object equals at 0x7eae675d66f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/indexes/range.py"", line 553>, callcount=14637, reccallcount=0, totaltime=0.004821618000000001, inlinetime=0.0038746220000000003), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=14637, reccallcount=0, totaltime=0.001012328, inlinetime=0.001012328)]"
200,"<code object _init_dict at 0x558964851a90, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 607>",3630,0,0.5279258680000001,0.014916936,"[_lsprof.profiler_subentry(code=""<method 'keys' of 'dict' objects>"", callcount=3630, reccallcount=0, totaltime=0.0008039540000000001, inlinetime=0.0008039540000000001), _lsprof.profiler_subentry(code=""<method 'values' of 'dict' objects>"", callcount=3630, reccallcount=0, totaltime=0.000566795, inlinetime=0.000566795), _lsprof.profiler_subentry(code=<code object __init__ at 0x5589648cdf90, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 389>, callcount=3630, reccallcount=0, totaltime=0.33014664400000004, inlinetime=0.027705567), _lsprof.profiler_subentry(code=<code object reindex at 0x7eae66f545d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 5147>, callcount=3630, reccallcount=0, totaltime=0.181491539, inlinetime=0.006029751000000001)]"
