,x,y
0,[0.01 0.01 0.01 9.99 9.99 9.99 2.   4.   6.   8.   2.   4.   6.   8.  ],[2.   4.   6.   2.   4.   6.   6.99 6.99 6.99 6.99 0.01 0.01 0.01 0.01]
