,space_occupied,collision_counts,collision_rate,calling_effort,iteration_label,SOUND_SPEED,SIM_DURATION,TIME_STEP,ARENA_WIDTH,ARENA_LENGTH,WALL_RESOLUTION,NUM_BATS,BAT_SPEED,BAT_FAST_SPEED,BAT_RADIUS,CALL_DURATION,CALL_RATE,CALL_RATE_FAST,EMITTED_SPL,HEARING_THRESHOLD,OBSTACLE_COUNT,OBSTACLE_RADIUS,AIR_ABSORPTION,REFLECTION_LOSS,REFLECTION_LOSS_WALL,PROPENSITY_TO_CHANGE_DIRECTION,FRAME_RATE,CLEANUP_INTERVAL,CLEANUP_PLOT_DATA,TIME_DELAY_FOR_DIRECTION_CHANGE,NOISE_IN_CALL_RATE,CALL_DIRECTIONALITY,HEARING_DIRECTIONALITY,BAT_ROTATION_SPEED,BAT_FRONTAL_RANGE,IMPLEMENT_SNR,HEARING_ANGLE_THRESHOLD,MINIMUM_SOUND_DETECTION_FRACTION,INCLUDE_DIRECT_SOUNDS_IN_RESPONSE,SPL_THRESHOLD_FOR_ATTRACTION,SPL_THRESHOLD_FOR_REPULSION,SPATIAL_REFERENCE_FRAME,BAT_RADIAL_RESOLUTION,BAT_ANGULAR_RESOLUTION,MEMORY_WINDOW_FOR_CONSISTENCY,CONVERT_GRIDS+TO_ONE_HOT_?,NUMBER_OF_CONSISTENT_IPIS_FOR_MOVEMENT,TIME_DELAY_THRESHOLD_FOR_REPULSION,BEHAVIOUR_RULE,CONTROLLER_TYPE,STORE_HEARING,JAMMER_RESOLUTION,TEMPORAL_MASKING_FN_TYPE,OUTPUT_DIR_FOR_SIMULATION,PARAM_LABEL
10,196,15,0.06096666666666667,1,iteration_number_10,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
11,205,15,0.061233333333333334,1,iteration_number_11,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
12,192,16,0.06186666666666667,1,iteration_number_12,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
13,182,13,0.06563333333333334,1,iteration_number_13,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
14,93,13,0.07023333333333333,1,iteration_number_14,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
15,167,11,0.06256666666666667,1,iteration_number_15,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
16,160,13,0.0601,1,iteration_number_16,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
17,145,14,0.058666666666666666,1,iteration_number_17,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
18,162,11,0.0577,1,iteration_number_18,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
19,105,11,0.05416666666666667,1,iteration_number_19,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
20,196,16,0.0632,1,iteration_number_20,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
21,153,12,0.06353333333333333,1,iteration_number_21,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
22,185,14,0.058366666666666664,1,iteration_number_22,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
23,105,12,0.057866666666666663,1,iteration_number_23,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
24,126,14,0.05586666666666667,1,iteration_number_24,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
25,197,15,0.0616,1,iteration_number_25,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
26,152,13,0.060366666666666666,1,iteration_number_26,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
27,67,13,0.036833333333333336,1,iteration_number_27,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
28,180,15,0.06116666666666667,1,iteration_number_28,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
29,111,13,0.03643333333333333,1,iteration_number_29,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
30,177,14,0.06326666666666667,1,iteration_number_30,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
31,52,14,0.057866666666666663,1,iteration_number_31,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
32,186,14,0.060533333333333335,1,iteration_number_32,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
33,131,10,0.05793333333333334,1,iteration_number_33,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
34,117,13,0.036833333333333336,1,iteration_number_34,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
35,73,14,0.0576,1,iteration_number_35,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
36,180,13,0.0627,1,iteration_number_36,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
37,198,15,0.0589,1,iteration_number_37,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
38,197,14,0.061533333333333336,1,iteration_number_38,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
39,179,14,0.059366666666666665,1,iteration_number_39,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
40,199,15,0.0585,1,iteration_number_40,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
41,169,15,0.05896666666666667,1,iteration_number_41,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
42,171,14,0.054766666666666665,1,iteration_number_42,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
43,200,15,0.0621,1,iteration_number_43,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
44,196,15,0.06096666666666667,1,iteration_number_44,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
45,193,14,0.06353333333333333,1,iteration_number_45,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
46,147,12,0.0562,1,iteration_number_46,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
47,171,15,0.0619,1,iteration_number_47,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
48,121,12,0.0547,1,iteration_number_48,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
49,172,11,0.05616666666666666,1,iteration_number_49,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
50,162,14,0.05656666666666667,1,iteration_number_50,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
51,194,13,0.0601,1,iteration_number_51,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
52,138,15,0.06136666666666667,1,iteration_number_52,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
53,168,14,0.059866666666666665,1,iteration_number_53,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
54,138,14,0.054033333333333336,1,iteration_number_54,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
55,198,14,0.060333333333333336,1,iteration_number_55,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
56,194,15,0.0581,1,iteration_number_56,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
57,170,14,0.0636,1,iteration_number_57,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
58,84,9,0.0255,1,iteration_number_58,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
59,196,16,0.06326666666666667,1,iteration_number_59,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
60,201,16,0.0626,1,iteration_number_60,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
61,22,9,0.0255,1,iteration_number_61,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
62,163,14,0.05656666666666667,1,iteration_number_62,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
63,198,15,0.0635,1,iteration_number_63,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
64,203,14,0.060333333333333336,1,iteration_number_64,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
65,52,14,0.057866666666666663,1,iteration_number_65,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
66,193,15,0.06396666666666667,1,iteration_number_66,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
67,197,16,0.06306666666666666,1,iteration_number_67,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
