,space_occupied,collision_counts,collision_rate,calling_effort,iteration_label,SOUND_SPEED,SIM_DURATION,TIME_STEP,ARENA_WIDTH,ARENA_LENGTH,WALL_RESOLUTION,NUM_BATS,BAT_SPEED,BAT_FAST_SPEED,BAT_RADIUS,CALL_DURATION,CALL_RATE,CALL_RATE_FAST,EMITTED_SPL,HEARING_THRESHOLD,OBSTACLE_COUNT,OBSTACLE_RADIUS,AIR_ABSORPTION,REFLECTION_LOSS,REFLECTION_LOSS_WALL,PROPENSITY_TO_CHANGE_DIRECTION,FRAME_RATE,CLEANUP_INTERVAL,CLEANUP_PLOT_DATA,TIME_DELAY_FOR_DIRECTION_CHANGE,NOISE_IN_CALL_RATE,CALL_DIRECTIONALITY,HEARING_DIRECTIONALITY,BAT_ROTATION_SPEED,BAT_FRONTAL_RANGE,IMPLEMENT_SNR,HEARING_ANGLE_THRESHOLD,MINIMUM_SOUND_DETECTION_FRACTION,INCLUDE_DIRECT_SOUNDS_IN_RESPONSE,SPL_THRESHOLD_FOR_ATTRACTION,SPL_THRESHOLD_FOR_REPULSION,SPATIAL_REFERENCE_FRAME,BAT_RADIAL_RESOLUTION,BAT_ANGULAR_RESOLUTION,MEMORY_WINDOW_FOR_CONSISTENCY,CONVERT_GRIDS+TO_ONE_HOT_?,NUMBER_OF_CONSISTENT_IPIS_FOR_MOVEMENT,TIME_DELAY_THRESHOLD_FOR_REPULSION,BEHAVIOUR_RULE,CONTROLLER_TYPE,STORE_HEARING,JAMMER_RESOLUTION,TEMPORAL_MASKING_FN_TYPE,OUTPUT_DIR_FOR_SIMULATION,PARAM_LABEL
58,235,23,0.061033333333333335,1,iteration_number_58,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
59,233,22,0.059,1,iteration_number_59,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
60,186,24,0.058133333333333335,1,iteration_number_60,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
61,207,16,0.056933333333333336,1,iteration_number_61,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
62,229,24,0.060733333333333334,1,iteration_number_62,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
63,265,23,0.0623,1,iteration_number_63,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
64,196,22,0.0587,1,iteration_number_64,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
65,267,24,0.058,1,iteration_number_65,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
66,279,26,0.0602,1,iteration_number_66,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
67,201,23,0.05963333333333334,1,iteration_number_67,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
68,163,21,0.06043333333333333,1,iteration_number_68,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
69,244,24,0.059666666666666666,1,iteration_number_69,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
70,191,23,0.0625,1,iteration_number_70,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
71,276,25,0.06043333333333333,1,iteration_number_71,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
72,190,22,0.056666666666666664,1,iteration_number_72,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
73,21,21,0.0357,1,iteration_number_73,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
74,67,21,0.0357,1,iteration_number_74,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
75,112,21,0.0803,1,iteration_number_75,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
76,291,22,0.06193333333333333,1,iteration_number_76,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
77,259,25,0.06196666666666667,1,iteration_number_77,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
78,257,24,0.059666666666666666,1,iteration_number_78,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
79,180,22,0.059,1,iteration_number_79,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
80,196,16,0.05853333333333333,1,iteration_number_80,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
81,232,24,0.0624,1,iteration_number_81,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
82,112,21,0.10343333333333334,1,iteration_number_82,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
83,233,25,0.06246666666666666,1,iteration_number_83,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
84,245,25,0.05996666666666667,1,iteration_number_84,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
85,253,24,0.0602,1,iteration_number_85,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
86,260,25,0.0611,1,iteration_number_86,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
87,241,25,0.0603,1,iteration_number_87,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
88,208,21,0.05923333333333333,1,iteration_number_88,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
89,174,21,0.0569,1,iteration_number_89,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
90,212,17,0.0593,1,iteration_number_90,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
91,206,22,0.05893333333333333,1,iteration_number_91,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
92,222,23,0.05876666666666667,1,iteration_number_92,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
93,241,26,0.061266666666666664,1,iteration_number_93,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
94,175,16,0.062266666666666665,1,iteration_number_94,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
95,249,18,0.05673333333333333,1,iteration_number_95,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
96,257,23,0.059166666666666666,1,iteration_number_96,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
97,239,25,0.0635,1,iteration_number_97,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
98,245,25,0.06363333333333333,1,iteration_number_98,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
99,119,24,0.06,1,iteration_number_99,343,30,0.001,10,7,0.51,1,5,5,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_2/,paramset_2
